driverId,truckId,eventTime
26,38,37:33.9
29,68,37:33.5
18,11,37:33.7
25,106,37:34.1
15,92,37:34.1
23,44,37:34.3
11,39,37:34.4
14,56,37:34.6
19,65,37:34.6
15,92,37:35.0
24,89,37:35.0
31,86,37:35.3
25,106,37:35.7
15,92,37:35.9
31,86,37:36.2
14,56,37:35.3
21,54,37:35.6
28,90,37:35.9
15,92,37:36.6
14,56,37:36.3
23,44,37:37.0
19,65,37:36.3
12,22,37:37.4
17,27,37:36.6
17,27,37:37.5
20,33,37:37.0
21,54,37:37.4
32,21,37:37.9
23,44,37:38.0
28,90,37:37.8
16,71,37:38.1
15,92,37:38.4
13,69,37:38.6
27,60,37:39.1
10,43,37:39.3
13,69,37:39.4
25,106,37:38.5
23,44,37:39.8
12,22,37:40.1
31,86,37:40.4
11,39,37:38.8
23,44,37:38.9
19,65,37:40.9
27,60,37:40.9
19,65,37:39.3
29,68,37:39.6
31,86,37:41.3
27,60,37:40.1
32,21,37:40.4
30,58,37:40.4
21,54,37:41.6
15,92,37:41.0
10,43,37:41.1
13,69,37:42.0
11,39,37:41.6
27,60,37:41.9
14,56,37:42.2
30,58,37:42.3
15,92,37:42.6
19,65,37:42.7
31,86,37:43.2
16,71,37:42.6
15,92,37:43.4
13,69,37:42.9
18,11,37:43.4
25,106,37:43.8
22,29,37:43.9
10,43,37:43.6
28,90,37:44.0
18,11,37:44.3
17,27,37:44.4
21,54,37:44.2
31,86,37:45.0
21,54,37:45.2
27,60,37:44.5
25,106,37:44.6
13,69,37:45.6
29,68,37:45.6
18,11,37:45.1
25,106,37:45.4
20,33,37:45.5
21,54,37:46.0
23,44,37:46.2
13,69,37:46.6
26,38,37:46.9
25,106,37:47.2
16,71,37:46.2
29,68,37:46.5
13,69,37:47.5
22,29,37:46.7
30,58,37:47.8
17,27,37:48.0
19,65,37:46.9
15,92,37:48.5
16,71,37:48.7
12,22,37:47.1
11,39,37:47.7
23,44,37:47.8
29,68,37:48.2
14,56,37:48.4
13,69,37:49.1
18,11,37:49.4
21,54,37:49.5
20,33,37:48.9
14,56,37:49.3
16,71,37:49.5
17,27,37:49.8
12,22,37:49.7
31,86,37:50.1
21,54,37:50.3
29,68,37:50.7
23,44,37:51.1
19,65,37:51.3
23,44,37:50.3
27,60,37:50.5
28,90,37:51.8
11,39,37:51.9
14,56,37:51.0
21,54,37:51.2
24,89,37:52.1
31,86,37:51.6
29,68,37:52.5
16,71,37:52.9
15,92,37:51.9
30,58,37:53.0
29,68,37:53.4
19,65,37:52.2
30,58,37:52.2
15,92,37:52.7
19,65,37:53.0
31,86,37:53.3
32,21,38:21.2
11,39,38:21.2
17,27,38:21.5
28,90,38:21.9
29,68,38:21.5
10,43,38:22.1
16,71,38:21.7
11,39,38:22.0
20,33,38:22.5
16,71,38:22.5
10,43,38:23.0
13,69,38:23.2
17,27,38:22.3
28,90,38:22.8
28,90,38:23.7
32,21,38:22.9
17,27,38:23.1
20,33,38:23.4
25,106,38:23.9
23,44,38:23.9
24,89,38:24.3
18,11,38:24.1
11,39,38:24.6
23,44,38:24.7
12,22,38:24.7
15,92,38:32.3
26,38,38:32.6
29,68,38:32.7
31,86,38:32.9
16,71,38:33.1
15,92,38:33.3
28,90,38:33.2
23,44,38:33.7
20,33,38:33.6
30,58,38:33.8
18,11,38:33.7
28,90,38:34.0
26,38,38:34.4
22,29,38:34.0
13,69,38:34.8
25,106,38:34.8
10,43,38:34.5
31,86,38:35.5
32,21,38:35.6
28,90,38:34.9
20,33,38:35.2
27,60,38:36.0
30,58,38:35.6
12,22,38:35.7
26,38,38:36.2
13,69,38:39.6
18,11,38:39.7
12,22,38:40.0
17,27,38:39.8
20,33,38:40.3
11,39,38:40.3
28,90,38:40.4
22,29,38:41.0
31,86,38:41.3
26,38,38:40.6
29,68,38:41.5
32,21,38:41.8
30,58,38:40.9
19,65,38:41.2
26,38,38:42.2
26,38,38:41.4
18,11,38:42.3
30,58,38:42.8
16,71,38:41.8
13,69,38:43.2
28,90,38:42.2
13,69,38:42.2
21,54,38:42.6
28,90,38:43.0
29,68,38:43.4
23,44,37:53.7
16,71,37:53.8
18,11,37:53.9
31,86,37:54.3
28,90,37:54.3
18,11,37:54.7
11,39,37:54.8
13,69,37:54.5
23,44,37:54.7
28,90,37:55.3
32,21,37:55.0
23,44,37:55.6
17,27,37:55.7
28,90,37:56.2
25,106,37:56.4
30,58,37:56.6
26,38,37:57.1
24,89,37:57.4
22,29,37:55.3
18,11,37:55.6
21,54,37:55.8
15,92,37:56.2
20,33,37:56.5
12,22,37:56.7
28,90,37:57.1
17,27,37:57.4
26,38,37:57.9
13,69,37:58.0
11,39,37:57.7
31,86,37:57.9
24,89,37:58.4
11,39,37:58.6
32,21,37:58.4
13,69,37:58.8
28,90,37:58.9
21,54,37:59.1
12,22,37:59.1
32,21,37:59.3
28,90,37:59.7
20,33,37:59.3
19,65,38:00.1
29,68,38:00.3
31,86,38:00.7
30,58,38:01.0
10,43,37:59.7
25,106,37:59.9
15,92,38:00.3
14,56,38:00.4
21,54,38:00.9
32,21,38:00.9
27,60,38:01.5
10,43,38:01.4
28,90,38:01.5
16,71,38:01.7
22,29,38:01.9
10,43,38:02.3
15,92,38:02.3
27,60,38:02.4
13,69,38:02.4
21,54,38:02.5
22,29,38:02.9
11,39,38:03.1
26,38,38:03.2
30,58,38:03.4
32,21,38:03.6
27,60,38:04.0
31,86,38:03.3
18,11,38:03.5
19,65,38:03.8
23,44,38:04.2
13,69,38:04.3
15,92,38:05.0
30,58,38:04.3
16,71,38:04.5
20,33,38:05.0
17,27,38:05.1
18,11,38:05.1
12,22,38:05.2
24,89,38:05.4
14,56,38:05.8
23,44,38:05.9
12,22,38:06.0
30,58,38:06.0
14,56,38:06.7
26,38,38:06.6
30,58,38:06.9
16,71,38:07.2
27,60,38:07.6
20,33,38:06.8
28,90,38:07.9
11,39,38:08.2
28,90,38:07.0
29,68,38:07.4
13,69,38:08.7
29,68,38:09.1
17,27,38:07.9
23,44,38:08.3
28,90,38:08.6
18,11,38:08.8
10,43,38:09.3
22,29,38:09.6
16,71,38:09.7
18,11,38:09.7
10,43,38:10.1
27,60,38:10.2
24,89,38:10.5
32,21,38:10.6
23,44,38:10.9
17,27,38:11.5
26,38,38:11.8
29,68,38:11.8
25,106,38:10.7
16,71,38:10.7
22,29,38:12.3
27,60,38:11.1
25,106,38:11.5
10,43,38:11.8
32,21,38:12.6
24,89,38:12.2
25,106,38:12.4
23,44,38:12.7
20,33,38:12.8
30,58,38:13.0
13,69,38:13.1
11,39,38:13.3
15,92,38:13.5
23,44,38:13.6
17,27,38:13.9
21,54,38:13.6
12,22,38:14.0
25,106,38:14.2
31,86,38:14.1
15,92,38:14.5
23,44,38:14.5
31,86,38:15.0
28,90,38:14.8
11,39,38:15.1
19,65,38:15.2
23,44,38:15.4
12,22,38:15.7
27,60,38:15.8
23,44,38:16.1
28,90,38:15.6
12,22,38:16.6
25,106,38:16.6
19,65,38:16.1
15,92,38:16.3
22,29,38:16.5
19,65,38:16.9
15,92,38:17.3
28,90,38:17.3
17,27,38:17.5
26,38,38:17.7
29,68,38:18.2
18,11,38:17.7
14,56,38:17.9
15,92,38:18.2
32,21,38:18.5
24,89,38:18.3
27,60,38:18.6
17,27,38:19.1
24,89,38:19.2
15,92,38:18.9
27,60,38:19.5
21,54,38:19.9
13,69,38:19.2
32,21,38:19.4
14,56,38:19.8
13,69,38:20.0
23,44,38:20.3
24,89,38:20.0
26,38,38:20.4
18,11,38:20.4
13,69,38:20.8
21,54,38:20.9
13,69,38:24.8
17,27,38:24.8
14,56,38:25.5
30,58,38:25.2
23,44,38:25.6
17,27,38:25.8
11,39,38:25.5
27,60,38:26.3
25,106,38:25.6
12,22,38:26.5
24,89,38:26.0
10,43,38:26.4
30,58,38:27.0
17,27,38:26.6
24,89,38:27.0
15,92,38:27.1
32,21,38:27.4
24,89,38:27.9
19,65,38:27.3
16,71,38:27.8
12,22,38:28.1
32,21,38:28.3
14,56,38:28.2
19,65,38:28.2
13,69,38:28.6
24,89,38:28.8
28,90,38:28.9
29,68,38:29.1
23,44,38:29.1
20,33,38:29.3
17,27,38:29.4
22,29,38:29.7
19,65,38:30.0
11,39,38:30.5
15,92,38:30.6
11,39,38:29.6
29,68,38:29.9
30,58,38:31.2
13,69,38:31.3
21,54,38:31.6
18,11,38:32.0
32,21,38:30.1
24,89,38:30.6
22,29,38:30.7
16,71,38:31.2
27,60,38:31.5
32,21,38:31.8
17,27,38:31.9
11,39,38:32.3
18,11,38:36.2
31,86,38:36.4
21,54,38:36.7
16,71,38:36.5
27,60,38:36.8
31,86,38:37.2
29,68,38:37.0
32,21,38:37.3
24,89,38:37.5
27,60,38:37.8
31,86,38:38.0
21,54,38:38.3
18,11,38:38.7
14,56,38:37.8
29,68,38:37.9
25,106,38:39.1
30,58,38:39.2
15,92,38:39.5
13,69,38:38.0
20,33,38:38.6
28,90,38:38.7
24,89,38:39.1
11,39,38:39.5
15,92,38:43.5
26,38,38:43.8
20,33,38:43.9
29,68,38:44.2
31,86,38:44.1
15,92,38:44.3
18,11,38:44.6
14,56,38:44.7
30,58,38:44.5
21,54,38:45.0
23,44,38:45.1
15,92,38:45.0
18,11,38:45.5
28,90,38:45.6
22,29,38:45.5
11,39,38:45.7
18,11,38:46.3
30,58,38:46.3
31,86,38:46.8
15,92,38:46.0
26,38,38:46.5
28,90,38:46.6
23,44,38:46.9
17,27,38:47.0
30,58,38:47.1
10,43,38:47.4
28,90,38:47.4
30,58,38:47.9
16,71,38:48.1
21,54,38:47.7
11,39,38:48.3
19,65,38:48.8
32,21,38:47.9
14,56,38:48.1
12,22,38:48.6
28,90,38:49.1
29,68,38:49.3
30,58,38:48.7
32,21,38:49.6
14,56,38:49.9
22,29,38:49.2
15,92,38:49.4
21,54,38:50.4
32,21,38:50.4
19,65,38:49.6
29,68,38:50.1
23,44,38:50.4
19,90,31:13.2
10,79,31:14.7
20,33,35:14.2
32,21,35:14.2
26,38,35:14.3
14,56,35:15.1
24,89,35:15.1
28,90,35:15.3
11,39,35:15.9
22,29,35:16.1
23,44,35:16.8
14,56,35:16.8
16,77,31:15.1
10,43,35:14.2
17,27,35:14.2
30,58,35:14.4
31,86,35:15.1
16,71,35:15.2
10,43,35:15.8
31,86,35:16.0
13,69,35:16.0
18,11,35:16.6
31,86,35:16.8
28,90,35:17.1
19,65,35:17.6
25,106,35:17.0
14,56,35:17.8
10,43,35:17.6
32,21,35:17.6
29,68,35:17.9
19,65,35:18.5
14,56,35:18.7
13,69,35:18.8
23,44,35:19.3
16,71,35:19.5
20,33,35:20.0
16,71,35:20.3
31,86,35:20.5
22,29,35:17.8
18,11,35:18.2
16,71,35:18.6
17,27,35:18.8
32,21,35:19.3
12,22,35:19.5
13,69,35:19.7
32,21,35:20.3
25,106,35:20.3
21,54,35:20.5
23,44,35:21.0
32,21,35:21.0
10,43,35:21.2
17,27,35:21.4
31,86,35:21.5
16,71,35:22.0
30,58,35:21.5
27,60,35:21.6
25,106,35:22.0
21,54,35:22.3
13,69,35:22.6
31,86,35:22.5
18,11,35:22.6
29,68,35:23.0
16,71,35:22.9
21,54,35:23.1
19,65,35:23.7
22,29,35:23.2
16,71,35:23.8
31,86,35:23.4
13,69,35:24.2
21,54,35:23.9
26,38,35:24.2
18,11,35:24.5
25,106,35:24.7
19,65,35:24.5
21,54,35:24.7
31,86,35:25.0
23,44,35:25.4
24,89,35:25.9
31,86,35:26.0
27,60,35:26.4
29,68,35:26.6
26,38,35:26.8
10,43,35:27.3
25,106,35:27.5
28,90,35:28.0
10,43,35:28.2
15,92,35:25.0
32,21,35:25.3
21,54,35:25.7
26,38,35:26.1
10,43,35:26.3
16,71,35:26.7
13,69,35:26.7
11,39,35:27.2
21,54,35:27.4
19,65,35:27.9
21,54,35:28.2
17,27,35:28.5
13,69,35:28.5
20,33,35:28.6
23,44,35:28.9
16,71,35:29.0
11,39,35:28.9
31,86,35:29.4
18,11,35:29.6
21,54,35:30.0
31,86,35:30.2
14,56,35:30.6
12,22,35:31.0
20,33,35:31.1
19,65,35:31.7
27,60,35:31.9
24,89,35:29.4
25,106,35:29.4
30,58,35:29.9
20,33,35:30.2
32,21,35:30.7
27,60,35:30.9
26,38,35:31.1
18,11,35:31.4
17,27,35:31.9
20,33,35:32.0
18,11,35:32.1
32,21,35:32.4
14,56,35:32.3
26,38,35:32.7
19,65,35:32.6
27,60,35:32.9
28,90,35:33.3
26,38,35:33.6
12,22,35:33.7
23,44,35:34.3
22,29,35:34.5
31,86,35:34.7
32,21,35:35.3
17,27,35:35.4
15,92,35:33.0
23,44,35:33.4
20,33,35:33.6
28,90,35:34.2
29,68,35:34.3
21,54,35:34.6
10,43,35:34.7
23,44,35:35.3
26,38,35:35.5
28,90,35:35.8
19,65,35:36.0
11,39,35:35.9
26,38,35:36.2
31,86,35:36.5
30,58,35:36.4
18,11,35:36.7
28,90,35:36.7
20,33,35:37.1
15,92,35:37.2
14,56,35:37.5
15,92,35:38.1
25,106,35:38.1
21,54,35:37.0
23,44,35:37.2
17,27,35:38.8
22,29,35:38.9
12,22,35:39.1
31,86,35:37.4
27,60,35:38.1
30,58,35:38.2
19,65,35:38.6
13,69,35:38.9
26,38,35:39.0
29,68,35:39.5
15,92,35:39.6
26,38,35:39.7
20,33,35:39.8
31,86,35:39.8
25,106,35:39.9
23,44,35:40.5
31,86,35:40.7
32,21,35:40.5
30,58,35:40.6
21,54,35:41.2
26,38,35:41.5
27,60,35:40.7
20,33,35:41.7
29,68,35:42.1
13,69,35:42.2
25,106,35:42.6
18,11,35:42.8
10,43,35:43.2
23,44,35:41.4
17,27,35:41.5
14,56,35:41.9
22,29,35:42.3
16,71,35:42.4
27,60,35:42.6
23,44,35:43.1
15,92,35:43.3
32,21,35:43.3
19,65,35:43.7
28,90,35:43.8
12,22,35:44.1
11,39,35:44.3
14,56,35:44.5
27,60,35:44.9
14,56,35:45.3
24,89,35:45.8
12,22,35:45.9
14,56,35:46.2
26,38,35:46.6
32,21,35:46.7
16,71,35:44.1
25,106,35:44.2
28,90,35:44.6
24,89,35:44.9
20,33,35:45.1
28,90,35:45.7
15,92,35:45.8
18,11,35:46.2
19,65,35:46.3
24,89,35:46.6
28,90,35:47.1
18,11,35:47.1
31,86,35:47.2
30,58,35:47.3
20,33,35:47.6
25,106,35:47.6
16,71,35:47.8
28,90,35:47.8
30,58,35:48.3
16,71,35:48.6
14,56,35:48.9
26,38,35:48.5
25,106,35:48.5
21,54,35:49.0
25,106,35:49.4
14,56,35:49.8
11,39,35:48.8
20,33,35:49.2
24,89,35:50.1
25,106,35:50.3
30,58,35:50.8
31,86,35:50.9
27,60,35:49.5
31,86,35:49.9
22,29,35:50.3
32,21,35:50.3
24,89,35:50.9
25,106,35:51.1
21,54,35:51.5
18,11,35:51.4
31,86,35:51.7
20,33,35:51.9
24,89,35:51.8
18,11,35:52.3
11,39,35:52.5
25,106,35:52.1
20,33,35:52.8
21,54,35:52.5
24,89,35:52.7
26,38,35:52.9
18,11,35:53.3
23,44,35:53.7
19,65,35:54.1
11,39,35:54.2
31,86,35:54.5
32,21,35:54.7
28,90,35:53.2
21,54,35:53.3
22,29,35:53.8
32,21,35:53.9
27,60,35:54.5
23,44,35:54.6
28,90,36:06.6
18,11,36:07.1
31,86,36:07.2
21,54,36:07.6
23,44,36:08.0
25,106,36:06.6
28,90,36:08.3
14,56,36:06.9
11,39,36:08.5
22,29,36:07.1
17,27,36:08.9
24,89,36:09.0
32,21,36:09.5
17,27,36:09.7
31,86,36:09.9
11,39,36:07.5
29,68,36:07.7
27,60,36:08.0
30,58,36:08.6
22,29,36:08.8
19,65,36:09.0
25,106,36:09.1
11,39,36:09.5
16,71,36:09.9
15,92,36:10.4
32,21,36:10.3
11,39,36:10.5
23,44,36:10.7
28,90,36:11.0
16,71,36:10.8
21,54,36:11.3
11,39,36:11.4
22,29,36:11.3
19,65,36:11.6
30,58,36:12.0
29,68,36:12.1
18,11,36:12.2
31,86,36:12.6
24,89,36:12.2
25,106,36:12.9
15,92,36:13.1
11,39,36:12.3
16,71,36:13.4
29,68,36:12.9
24,89,36:13.8
14,56,36:13.0
22,29,36:13.2
19,65,36:13.6
14,56,36:13.9
10,43,36:14.1
19,65,36:14.3
31,86,36:14.3
32,21,36:14.6
29,68,36:14.4
11,39,36:15.0
19,65,36:15.2
20,33,36:15.1
30,58,36:15.5
21,54,36:15.9
31,86,36:16.1
18,11,36:16.5
25,106,36:16.6
24,89,36:15.4
31,86,36:16.9
22,29,36:15.6
13,69,36:17.5
10,43,36:15.9
27,60,36:17.7
32,21,36:16.3
14,56,36:16.6
20,33,36:16.8
24,89,36:17.1
17,27,36:17.5
28,90,36:17.7
21,54,36:21.8
17,27,36:21.9
22,29,36:21.8
16,71,36:22.1
25,106,36:21.9
13,69,36:22.4
31,86,36:22.3
21,54,36:22.8
25,106,36:22.8
13,69,36:23.3
10,43,36:23.1
22,29,36:23.6
26,38,36:23.4
16,71,36:24.0
13,69,36:24.1
21,54,36:23.8
20,33,36:24.0
17,27,36:24.5
19,65,36:24.9
14,56,36:25.1
31,86,36:24.2
25,106,36:24.6
20,33,36:24.9
12,22,35:55.0
18,11,35:55.1
21,54,35:55.1
20,33,35:55.2
24,89,35:55.6
20,33,35:56.1
27,60,35:56.2
13,69,35:55.6
10,43,35:56.6
10,43,35:55.7
18,11,35:55.9
18,11,35:56.8
31,86,35:57.3
32,21,35:57.5
21,54,35:57.7
22,29,35:58.2
11,39,35:58.4
24,89,35:56.5
12,22,35:56.7
22,29,35:57.3
17,27,35:57.4
30,58,35:57.7
16,71,35:57.8
25,106,35:58.4
18,11,35:58.5
27,60,36:25.3
25,106,36:25.4
21,54,36:25.6
10,43,36:25.8
32,21,36:25.8
15,92,36:26.1
28,90,36:25.8
21,54,36:26.5
28,90,36:26.7
25,106,36:26.3
29,68,36:26.5
24,89,36:27.0
31,86,36:26.8
21,54,36:27.3
26,38,36:27.7
27,60,36:28.1
30,58,36:28.5
15,92,36:28.5
14,56,36:28.8
14,56,36:27.0
18,11,36:27.6
24,89,36:27.8
12,22,36:28.0
28,90,36:28.5
19,65,36:28.6
21,54,36:32.9
22,29,36:33.3
28,90,36:33.6
24,89,36:34.2
16,71,36:34.5
30,58,36:34.8
14,56,36:34.9
32,21,36:32.9
14,56,36:33.2
11,39,36:33.7
21,54,36:33.7
20,33,36:34.1
16,71,36:35.3
13,69,36:35.6
18,11,36:34.6
25,106,36:35.9
24,89,36:36.1
14,56,36:36.7
19,65,36:36.7
19,65,36:34.8
25,106,36:35.1
27,60,36:35.5
14,56,36:35.7
23,44,36:36.1
30,58,36:36.5
20,33,36:36.7
32,21,35:59.0
10,43,35:59.1
28,90,35:59.3
18,11,35:59.3
20,33,35:59.5
30,58,35:59.6
26,38,36:00.0
10,43,36:00.0
31,86,36:00.0
20,33,36:00.2
32,21,36:00.7
25,106,36:01.1
28,90,36:01.2
30,58,36:01.4
11,39,36:01.8
15,92,36:02.2
32,21,36:02.5
12,22,36:00.1
15,92,36:00.4
23,44,36:00.9
19,65,36:01.1
12,22,36:01.7
13,69,36:01.9
28,90,36:02.0
30,58,36:02.4
27,60,36:02.8
17,27,36:02.8
25,106,36:03.0
11,39,36:03.5
21,54,36:03.1
32,21,36:03.3
31,86,36:03.7
13,69,36:03.6
21,54,36:03.9
15,92,36:03.8
29,68,36:04.3
11,39,36:04.3
20,33,36:04.5
16,71,36:04.8
14,56,36:05.1
24,89,36:05.5
17,27,36:04.7
15,92,36:04.8
14,56,36:06.0
12,22,36:06.1
13,69,36:05.4
17,27,36:05.5
13,69,36:06.2
16,71,36:06.4
23,44,36:17.9
16,71,36:18.0
25,106,36:18.3
18,11,36:18.3
10,43,36:18.6
31,86,36:18.8
32,21,36:18.8
23,44,36:18.8
12,22,36:19.2
27,60,36:19.4
10,43,36:19.4
20,33,36:19.6
30,58,36:19.8
15,92,36:19.8
21,54,36:20.2
29,68,36:20.4
14,56,36:20.1
10,43,36:20.4
19,65,36:20.6
25,106,36:20.9
14,56,36:20.9
10,43,36:21.3
16,71,36:21.2
29,68,36:21.3
13,69,36:21.7
24,89,36:21.6
16,71,36:29.4
26,38,36:29.4
15,92,36:29.4
31,86,36:29.7
27,60,36:29.7
20,33,36:29.8
15,92,36:30.3
17,27,36:30.4
18,11,36:30.2
23,44,36:30.7
27,60,36:30.5
26,38,36:31.0
16,71,36:31.2
10,43,36:31.3
31,86,36:31.4
12,22,36:31.4
26,38,36:31.9
22,29,36:31.5
18,11,36:32.1
15,92,36:32.2
20,33,36:32.4
22,29,36:32.5
29,68,36:32.6
18,11,36:32.8
26,38,36:32.8
28,90,36:37.1
18,11,36:37.4
11,39,36:37.1
25,106,36:37.6
15,92,36:37.4
26,38,36:38.1
15,92,36:38.3
12,22,36:37.6
24,89,36:38.5
27,60,36:39.0
24,89,36:37.8
18,11,36:39.1
11,39,36:39.7
30,58,36:38.1
26,38,36:39.9
12,22,36:40.3
22,29,36:40.6
31,86,36:38.4
16,71,36:38.7
29,68,36:39.0
14,56,36:39.3
23,44,36:39.6
32,21,36:40.2
19,65,36:40.2
21,54,36:40.9
29,68,36:41.6
11,39,36:41.4
31,86,36:41.9
13,69,36:41.9
23,44,36:42.3
17,27,36:42.8
10,43,36:42.2
14,56,36:42.9
29,68,36:42.5
21,54,36:42.8
29,68,36:43.3
31,86,36:43.7
32,21,36:43.0
16,71,36:43.9
27,60,36:44.1
14,56,36:43.7
32,21,36:43.8
25,106,36:43.9
18,11,36:44.5
17,27,36:44.6
14,56,36:44.6
11,39,36:44.8
27,60,36:45.1
30,58,36:45.1
26,38,36:45.4
17,27,36:45.6
28,90,36:45.6
23,44,36:45.9
24,89,36:46.4
25,106,36:46.4
16,71,36:45.7
29,68,36:46.1
32,21,36:46.4
14,56,36:47.1
12,22,36:46.5
26,38,36:47.2
24,89,36:47.4
30,58,36:47.0
22,29,36:47.6
28,90,36:47.3
21,54,36:47.4
27,60,36:47.8
25,106,36:48.1
24,89,36:48.3
21,54,36:48.1
28,90,36:48.2
18,11,36:48.9
13,69,36:48.9
25,106,36:49.0
12,22,36:49.0
28,90,36:49.2
23,44,36:49.3
14,56,36:49.6
19,65,36:50.1
17,27,36:50.3
25,106,36:50.7
15,92,36:50.7
26,38,36:51.3
27,60,36:49.5
11,39,36:49.9
28,90,36:50.1
32,21,36:51.5
10,43,36:50.6
16,71,36:52.0
13,69,36:52.2
28,90,36:50.8
25,106,36:52.4
17,27,36:51.2
20,33,36:51.4
25,106,36:51.6
32,21,36:52.5
30,58,36:52.0
10,43,36:52.3
28,90,36:52.6
19,65,36:52.8
14,56,36:53.0
12,22,36:53.2
21,54,36:53.2
30,58,36:53.6
32,21,36:53.3
19,65,36:53.7
21,54,36:54.0
10,43,36:53.9
28,90,36:54.2
23,44,36:54.4
32,21,36:54.3
13,69,36:54.6
11,39,36:55.0
24,89,36:54.8
19,65,36:55.5
15,92,36:55.0
22,29,36:55.5
27,60,36:55.6
18,11,36:55.6
20,33,36:55.8
28,90,36:55.9
30,58,36:56.2
26,38,36:56.5
25,106,36:56.5
29,68,36:56.5
31,86,36:56.8
28,90,36:56.9
15,92,36:57.3
20,33,36:57.4
19,65,36:57.1
14,56,36:57.4
16,71,36:57.8
32,21,36:57.8
29,68,36:58.3
30,58,36:58.1
15,92,36:58.3
11,39,36:58.5
17,27,36:58.7
30,58,36:58.9
27,60,36:59.0
10,43,36:59.0
12,22,36:59.3
31,86,36:59.4
17,27,36:59.7
13,69,36:59.7
10,43,36:59.9
25,106,37:00.0
12,22,37:00.1
24,89,37:00.2
13,69,37:00.5
30,58,37:00.5
26,38,37:00.8
12,22,37:01.0
28,90,37:01.2
30,58,37:01.3
19,65,37:01.3
29,68,37:01.7
32,21,37:01.4
20,33,37:01.9
10,43,37:01.7
22,29,37:02.5
23,44,37:02.6
30,58,37:02.2
32,21,37:02.4
30,58,37:02.9
10,43,37:03.4
27,60,37:03.4
31,86,37:02.7
28,90,37:02.9
29,68,37:03.4
17,27,37:04.0
25,106,37:03.7
16,71,37:04.1
11,39,37:04.1
12,22,37:04.3
23,44,37:04.3
18,11,37:04.6
26,38,37:04.7
32,21,37:04.9
11,39,37:05.0
12,22,37:05.1
20,33,37:05.4
13,69,37:05.6
28,90,37:05.4
29,68,37:06.0
19,65,37:05.6
20,33,37:06.4
27,60,37:05.9
30,58,37:06.5
29,68,37:07.0
26,38,37:06.5
18,11,37:07.2
22,29,37:06.8
12,22,37:06.8
14,56,37:07.5
11,39,37:07.7
32,21,37:07.4
31,86,37:07.4
13,69,37:08.0
30,58,37:08.0
20,33,37:08.1
15,92,37:08.6
10,43,37:08.7
14,56,37:08.3
12,22,37:09.2
31,86,37:09.3
21,54,37:09.7
22,29,37:08.6
19,65,37:08.9
14,56,37:09.2
15,92,37:09.4
12,22,37:10.0
30,58,37:09.8
11,39,37:10.2
22,29,37:10.3
18,11,37:10.6
24,89,37:10.8
26,38,37:11.1
31,86,37:10.3
32,21,37:10.8
17,27,37:11.2
21,54,37:11.3
28,90,37:11.6
30,58,37:11.6
12,22,37:11.7
10,43,37:12.0
22,29,37:12.2
18,11,37:12.5
28,90,37:12.4
13,69,37:12.5
27,60,37:12.8
16,71,37:12.6
20,33,37:13.3
24,89,37:13.6
19,65,37:13.9
28,90,37:13.2
29,68,37:14.1
17,27,37:14.5
21,54,37:14.9
12,22,37:15.1
16,71,37:13.4
26,38,37:13.8
10,43,37:13.9
23,44,37:14.4
26,38,37:14.7
25,106,37:15.0
14,56,37:15.3
24,89,37:15.5
29,68,37:15.6
30,58,37:15.6
23,44,37:16.0
15,92,37:16.3
32,21,37:15.9
28,90,37:16.0
31,86,37:16.5
20,33,37:16.9
26,38,37:16.4
21,54,37:17.4
13,69,37:17.5
28,90,37:16.9
12,22,37:16.9
23,44,37:17.7
15,92,37:17.2
11,39,37:18.2
25,106,37:17.6
24,89,37:18.0
15,92,37:18.1
13,69,37:18.5
12,22,37:18.7
10,43,37:19.1
32,21,37:18.5
28,90,37:18.7
29,68,37:19.2
23,44,37:19.5
30,58,37:19.5
27,60,37:19.8
15,92,37:20.0
32,21,37:20.2
17,27,37:19.9
21,54,37:20.0
26,38,37:20.4
15,92,37:20.8
18,11,37:20.4
21,54,37:20.7
32,21,37:21.0
20,33,37:21.2
30,58,37:21.1
31,86,37:21.7
28,90,37:21.6
10,43,37:21.7
18,11,37:22.2
25,106,37:21.7
14,56,37:22.4
20,33,37:22.0
10,43,37:22.6
17,27,37:22.6
26,38,37:22.9
20,33,37:22.9
29,68,37:23.2
24,89,37:23.0
20,33,37:23.7
13,69,37:24.0
21,54,37:23.6
11,39,37:23.6
18,11,37:23.9
19,65,37:24.4
30,58,37:24.7
12,22,37:24.1
23,44,37:24.7
27,60,37:24.9
18,11,37:24.9
15,92,37:25.2
25,106,37:25.1
23,44,37:25.5
27,60,37:25.7
24,89,37:25.5
21,54,37:26.1
14,56,37:25.9
32,21,37:26.3
13,69,37:26.6
10,43,37:26.2
31,86,37:26.6
12,22,37:26.7
21,54,37:27.0
17,27,37:27.1
16,71,37:27.3
29,68,37:27.4
12,22,37:27.6
25,106,37:27.8
14,56,37:27.6
11,39,37:28.3
15,92,37:27.9
18,11,37:28.5
30,58,37:28.3
26,38,37:28.9
23,44,37:29.1
25,106,37:29.5
12,22,37:28.6
17,27,37:28.8
13,69,37:29.2
20,33,37:29.8
29,68,37:30.1
17,27,37:29.8
32,21,37:29.8
28,90,37:30.3
17,27,37:30.6
18,11,37:30.2
25,106,37:30.5
32,21,37:30.7
11,39,37:31.0
24,89,37:30.9
19,65,37:31.3
17,27,37:31.5
30,58,37:31.6
